# JobNameTable (n=4891) from jobname.lub
JT_14_3_MERCENARY_A	14_3_MERCENARY_A
JT_4_STAR_BOX_TRAP1	4_treasure_box
JT_4_STAR_BOX_TRAP2	4_treasure_box
JT_4_STAR_BOX_WIS1	4_star_navy_box
JT_4_STAR_BOX_WIS2	4_star_navy_box
JT_4_STEELBOX	4_steelbox
JT_4_STORMKNIGHT	4_STORMKNIGHT
JT_4_SYSTEM_BOX	4_system_box
JT_4_SYS_MSG	4_SYS_MSG
JT_4_S_KADOMATSU	4_S_KADOMATSU
JT_4_TARUTUPI	4_tarutupi
JT_4_TATTER	4_TATTER
JT_4_TEDDY_BEAR_B	4_teddy_bear_b
JT_4_TEDDY_BEAR_B_L	4_teddy_bear_b_l
JT_4_TEDDY_BEAR_W	4_teddy_bear_w
JT_4_TOWER_01	4_tower_01
JT_4_TOWER_02	4_tower_02
JT_4_TOWER_03	4_tower_03
JT_4_TOWER_04	4_tower_04
JT_4_TOWER_05	4_tower_05
JT_4_TOWER_06	4_tower_06
JT_4_TOWER_07	4_tower_07
JT_4_TOWER_08	4_tower_08
JT_4_TOWER_09	4_tower_09
JT_4_TOWER_10	4_tower_10
JT_4_TOWER_11	4_tower_11
JT_4_TOWER_12	4_tower_12
JT_4_TOWER_13	4_tower_13
JT_4_TOWER_14	4_tower_14
JT_4_TOWER_15	4_tower_15
JT_4_TOWER_16	4_tower_16
JT_4_TOWER_17	4_tower_17
JT_4_TRACE	4_TRACE
JT_4_TREASURE_BOX	4_treasure_box
JT_4_VENDING_MACHINE	4_VENDING_MACHINE
JT_4_VENDING_MACHINE2	4_vending_machine
JT_4_VR_BOOK_BLUE	4_vr_book_blue
JT_4_VR_BOOK_BLUE	4_vr_book_blue
JT_4_VR_BOOK_FAIRY	4_vr_book_fairy
JT_4_VR_BOOK_GREEN	4_vr_book_green
JT_4_VR_BOOK_RED	4_vr_book_red
JT_4_VR_BOOK_WHITE	4_vr_book_white
JT_4_VR_BOOK_YELLOW	4_vr_book_yellow
JT_4_VR_CHAO	4_VR_CHAO
JT_4_VR_SWORDMAN_DEAD	4_VR_SWORDMAN_DEAD
JT_4_VR_YGNIZEM	4_vr_ygnizem
JT_4_WAG	4_WAG
JT_4_WHIKEBAIN	4_WHIKEBAIN
JT_4_WHITEKNIGHT	4_WHITEKNIGHT
JT_4_WHITETIGER	4_WHITETIGER
JT_4_WHITE_COW	4_WHITE_COW
JT_4_WOODBOX	4_woodbox
JT_4_WOODPILE	4_WOODPILE
JT_4_XMAS_CAT1	4_XMAS_CAT1
JT_4_XMAS_CAT2	4_XMAS_CAT2
JT_4_XMAS_CAT3	4_XMAS_CAT3
JT_4_XMAS_CAT4	4_XMAS_CAT4
JT_4_XMAS_CAT5	4_XMAS_CAT5
JT_4_XMAS_CAT6	4_XMAS_CAT6
JT_4_YELL_FLOWER	4_YELL_FLOWER
JT_4_YGNIZEM	4_YGNIZEM
JT_8W_SOLDIER	8W_SOLDIER
JT_8_DOPPEL	8_DOPPEL
JT_8_F	8_F
JT_8_F_GIRL	8_F_GIRL
JT_8_F_GRANDMOTHER	8_F_GRANDMOTHER
JT_8_M_JPNMASTER	8_M_JPNMASTER
JT_8_M_JPNSOLDIER	8_M_JPNSOLDIER
JT_8_M_TWSOLDIER	8_M_TWSOLDIER
JT_ABR_BATTLE_WARIOR	MEISTER_ABR2
JT_ABR_DUAL_CANNON	MEISTER_ABR1
JT_ABR_INFINITY	MEISTER_ABR3
JT_ABR_MOTHER_NET	MEISTER_ABR4
JT_ABYSSMAN	ABYSSMAN_MJ
JT_ACADEMY_MASTER	academy_master
JT_ACIDUS	ACIDUS
JT_ACIDUS_	ACIDUS_
JT_ACIDUS_B	ACIDUS_B
JT_ACIDUS_S	ACIDUS_S
JT_AFERDE	AFERDE
JT_AGAV	AGAV
JT_AIRA	AIRA
JT_ALARM	ALARM
JT_ALICE	Alice
JT_ALICEL	ALICEL
JT_ALIOT	ALIOT
JT_ALIZA	ALIZA
JT_ALLIGATOR	Alligator
JT_ALNOLDI	ALNOLDI
JT_ALPHOCCIO	ALPHOCCIO
JT_ALPHONSE	GOLEM
JT_ALPHONSE_JR	STAPO
JT_AMBERNITE	AMBERNITE
JT_AMON_RA	AMON_RA
JT_AM_MUT	AM_MUT
JT_ANACONDAQ	Anacondaq
JT_ANCIENT_MIMIC	ANCIENT_MIMIC
JT_ANCIENT_MUMMY	ANCIENT_MUMMY
JT_ANCIENT_TREE	ANCIENT_TREE
JT_ANCIENT_WORM	ANCIENT_WORM
JT_ANDRE	ANDRE
JT_ANDRE_2	andre
JT_ANGELGOLT	ANGELGOLT
JT_ANGELGOLT2	ANGELGOLT2
JT_ANGELING	ANGELING
JT_ANGLERFISH	ANGLERFISH
JT_ANGRA_MANTIS	ANGRA_MANTIS
JT_ANOLIAN	ANOLIAN
JT_ANOPHELES	ANOPHELES
JT_ANTIQUE_BOOK	ANTIQUE_BOOK
JT_ANTIQUE_FIRELOCK	ANTIQUE_FIRELOCK
JT_ANTLER_SCARABA	ANTLER_SCARABA
JT_ANTLER_SCARABA_EGG	ANTLER_SCARABA_EGG
JT_ANTONIO	ANTONIO
JT_ANTONIO_	ANTONIO
JT_ANT_EGG	ANT_EGG
JT_ANT_EGG_2	ant_egg
JT_ANUBIS	ANUBIS
JT_APOCALIPS	APOCALIPS
JT_APOCALIPS_H	APOCALIPS_H
JT_AQUA_ELEMENTAL	AQUA_ELEMENTAL
JT_ARCHANGELING	ARCHANGELING
JT_ARCHDAM	ARCHDAM
JT_ARCHER_GUARDIAN	Aguardian90_8.gr2
JT_ARCHER_SKELETON	Skel_archer
JT_ARCLOUSE	ARCLOUSE
JT_ARC_ELDER	ARC_ELDER
JT_ARGIOPE	ARGIOPE
JT_ARGOS	ARGOS
JT_ARMAIA	ARMAIA
JT_ASSULTER	ASSULTER
JT_ASTER	Aster
JT_AS_BLOODY_KNIGHT	AS_BLOODY_KNIGHT
JT_AS_CURSED_SOLDIER	RAGGED_ZOMBIE
JT_AS_D_CURSED_SOLDIER	RAGGED_ZOMBIE
JT_AS_D_RAGGED_GOLEM	AS_RAGGED_GOLEM
JT_AS_EVIL_SHADOW1	MM_EVIL_SHADOW1
JT_AS_EVIL_SHADOW2	MM_EVIL_SHADOW2
JT_AS_EVIL_SHADOW3	MM_EVIL_SHADOW3
JT_AS_IMMORTAL_CORPS	IMMOTAL_CORPS
JT_AS_RAGGED_GOLEM	AS_RAGGED_GOLEM
JT_AS_WIND_GHOST	AS_WIND_GHOST
JT_AS_ZOMBIE	ZOMBIE
JT_AS_ZOMBIE_MASTER	ZOMBIE_MASTER
JT_AS_ZOMBIE_SLAUGHTER	ZOMBIE_SLAUGHTER
JT_ATROCE	ATROS
JT_AUNOE	AUNOE
JT_A_ANCIENT_MUMMY	ANCIENT_MUMMY
JT_A_BON_GUN	BON_GUN
JT_A_HYEGUN	HYEGUN
JT_A_LUNATIC	Lunatic
JT_A_MOBSTER	MOBSTER
JT_A_MUNAK	Munak
JT_A_POTON_CANON	POTON_CANON
JT_A_SHECIL	SHECIL
JT_BABY_LEOPARD	BABY_LEOPARD
JT_BABY_STRANGE	ORC_BABY
JT_BACSOJIN	BACSOJIN
JT_BACSOJIN2	bacsojin
JT_BACSOJIN_	BACSOJIN
JT_BACSOJIN_T	BACSOJIN
JT_BAD_CATCUMBER	leaf_cat
JT_BAKONAWA_1	BAKONAWA
JT_BAKONAWA_2	BAKONAWA
JT_BAKONAWA_3	BAKONAWA
JT_BANASPATY	BANASPATY
JT_BANGUNGOT_1	BANGUNGOT
JT_BANGUNGOT_2	BANGUNGOT
JT_BANGUNGOT_3	ELDER_WILOW
JT_BANSHEE	BANSHEE
JT_BANSHEE_MASTER	BANSHEE_MASTER
JT_BAPHOMET	Baphomet
JT_BAPHOMET2	baphomet2
JT_BAPHOMET_	BAPHOMET_
JT_BAPHOMET_I	BAPHOMET_I
JT_BARRICADE	BARRICADE
JT_BARRICADE_	BARRICADE
JT_BATHORY	BATHORY
JT_BEELZEBUB	DRAGON_FLY
JT_BEELZEBUB_	BEELZEBUB_
JT_BEELZEBUB_FLY	HUNTER_FLY
JT_BEHOLDER	BEHOLDER
JT_BEHOLDER_MASTER	BEHOLDER_MASTER
JT_BIGFOOT	Bigfoot
JT_BIG_BELL	BIG_BELL
JT_BIG_BEN	BIG_BEN
JT_BIG_DALCOM	DALCOM
JT_BIJOU	BIJOU
JT_BLACK_MUSHROOM	BLACK_MUSHROOM
JT_BLAZZER	BLAZZER
JT_BLAZZER_H	blazzer_mj
JT_BLOODY_KNIGHT	Bloody_Knight
JT_BLOODY_KNIGHT_	BLOODY_KNIGHT
JT_BLOODY_MURDERER	BLOODY_MURDERER
JT_BLOOD_BUTTERFLY	BLOOD_BUTTERFLY
JT_BLUEMOON_LOLI_RURI	bluemoon_loli_ruri
JT_BLUEMOON_LOLI_RURI2	BLUEMOON_LOLI_RURI2
JT_BLUE_FLOWER	BLUE_FLOWER
JT_BLUE_PLANT	BLUE_PLANT
JT_BLUE_UNICORN	BLUE_UNICORN
JT_BOILED_RICE	BOILED_RICE
JT_BOILED_RICE_DUANWU	BOILED_RICE
JT_BOITATA	BOITATA
JT_BOMB	CONSTANT
JT_BOMBPORING	BOMBPORING
JT_BONE_ACIDUS	BONE_ACIDUS
JT_BONE_DETALE	BONE_DETALE
JT_BONE_FERUS	BONE_FERUS
JT_BON_GUN	BON_GUN
JT_BOOK_OF_DEATH	BOOK_OF_DEATH
JT_BOTARING	BOTARING
JT_BOW_GUARDIAN	Aguardian90_8.gr2
JT_BOW_GUARDIAN_	Aguardian90_8.gr2
JT_BRADIUM_GOLEM	BRADIUM_GOLEM
JT_BREEZE	BREEZE
JT_BRILIGHT	BRILIGHT
JT_BRINARANEA_H	brinaranea_mj
JT_BROKEN_MIND	DARK_FRAME
JT_BRUTAL_MURDERER	brutal_murderer
JT_BUNGISNGIS	BUNGISNGIS
JT_BURNING_KNIGHT	BURNING_KNIGHT
JT_BUTOIJO	BUTOIJO
JT_BUWAYA	BUWAYA
JT_BUWAYA_EGG	ANT_EGG
JT_BUWAYA_GHOST	BUWAYA
JT_BUWAYA_SLAVE	DRACO
JT_BUWAYA_WEAK	ANOPHELES
JT_BYORGUE	BYORGUE
JT_B_ALPHOCCIO	ALPHOCCIO
JT_B_B_GUARDIAN	Aguardian90_8.gr2
JT_B_CELIA	CELIA
JT_B_CHEN	CHEN
JT_B_DRACULA	BEELZEBUB_
JT_B_EREMES	EREMES
JT_B_EREMES_	EREMES
JT_B_FLAMEL	FLAMEL
JT_B_GERTIE	GERTIE
JT_B_HARWORD	HARWORD
JT_B_HARWORD_	HARWORD
JT_B_KATRINN	KATRINN
JT_B_KATRINN_	KATRINN
JT_B_KIEL_	KIEL_
JT_B_MAGALETA	MAGALETA
JT_B_MAGALETA_	MAGALETA
JT_B_MOROCC_1	MOROCC_1
JT_B_MOROCC_2	MOROCC_2
JT_B_MOROCC_4	MOROCC_4
JT_B_NOVICE	B_NOVICE
JT_B_RANDEL	RANDEL
JT_B_SEYREN	SEYREN
JT_B_SEYREN_	SEYREN
JT_B_SHECIL	SHECIL
JT_B_SHECIL_	SHECIL
JT_B_SUPERNOVICE	B_SUPERNOVICE
JT_B_S_GUARDIAN	Kguardian90_7.gr2
JT_B_THE_PAPER	THE_PAPER
JT_B_THE_PAPER2	THE_PAPER
JT_B_TRENTINI	TRENTINI
JT_B_YGNIZEM	YGNIZEM
JT_C1_AGAV	AGAV
JT_C1_ALNOLDI	ALNOLDI
JT_C1_ANGRA_MANTIS	ANGRA_MANTIS
JT_C1_ANTIQUE_BOOK	ANTIQUE_BOOK
JT_C1_ARGIOPE	ARGIOPE
JT_C1_BANSHEE	BANSHEE
JT_C1_BLOOD_BUTTERFLY	BLOOD_BUTTERFLY
JT_C1_CARAMEL	CARAMEL
JT_C1_CENTIPEDE	CENTIPEDE
JT_C1_COCO	COCO
JT_C1_CREAMY	CREAMY
JT_C1_DEATHWORD	DEATHWORD
JT_C1_DIMIK_1	DIMIK_1
JT_C1_DRAGON_TAIL	DRAGON_TAIL
JT_C1_DRYAD	DRYAD
JT_C1_ELDER_WILOW	ELDER_WILOW
JT_C1_FAKE_ANGEL	FAKE_ANGEL
JT_C1_FUR_SEAL	FUR_SEAL
JT_C1_GEOGRAPHER	GEOGRAPHER
JT_C1_GLD_DARK_SHADOW	DARK_SHADOW
JT_C1_GOBLIN_1	GOBLIN_1
JT_C1_GREATEST_GENERAL	GREATEST_GENERAL
JT_C1_HILL_WIND_1	HILL_WIND_1
JT_C1_HORN_SCARABA	HORN_SCARABA
JT_C1_ICE_TITAN	ICE_TITAN
JT_C1_KARAKASA	KARAKASA
JT_C1_KOBOLD_ARCHER	KOBOLD_ARCHER
JT_C1_LES	LES
JT_C1_LOLI_RURI	LOLI_RURI
JT_C1_MAGMARING	MAGMARING
JT_C1_MANTIS	MANTIS
JT_C1_MEDUSA	MEDUSA
JT_C1_METALLER	METALLER
JT_C1_MINOROUS	MINOROUS
JT_C1_MOROCC_1	MOROCC_1
JT_C1_MUMMY	MUMMY
JT_C1_NG_WANDER_MAN	WANDER_MAN
JT_C1_NOVUS	NOVUS
JT_C1_ORC_SKELETON	ORC_SKELETON
JT_C1_PASANA	PASANA
JT_C1_PETIT	PETIT
JT_C1_PIRANHA	PIRANHA
JT_C1_POISON_TOAD	POISON_TOAD
JT_C1_PORING	PORING
JT_C1_RAFFLESIA	RAFFLESIA
JT_C1_RAYDRIC	RAYDRIC
JT_C1_RETRIBUTION	RETRIBUTION
JT_C1_RIDEWORD	RIDEWORD
JT_C1_SAILOR_SKELETON	SAILOR_SKELETON
JT_C1_SAVAGE_BABE	SAVAGE_BABE
JT_C1_SHELLFISH	SHELLFISH
JT_C1_SIROMA	SIROMA
JT_C1_SLEEPER	SLEEPER
JT_C1_SOHEE	SOHEE
JT_C1_SPORE	SPORE
JT_C1_STEM_WORM	STEM_WORM
JT_C1_TEDDY_BEAR	TEDDY_BEAR
JT_C1_VANBERK	VANBERK
JT_C1_VIOLY	VIOLY
JT_C1_WOLF	WOLF
JT_C1_YOYO	YOYO
JT_C1_ZOMBIE_SLAUGHTER	ZOMBIE_SLAUGHTER
JT_C2_ACIDUS_	ACIDUS_
JT_C2_ALLIGATOR	ALLIGATOR
JT_C2_ANDRE	ANDRE
JT_C2_ANTIQUE_BOOK	ANTIQUE_BOOK
JT_C2_ARCLOUSE	ARCLOUSE
JT_C2_BANASPATY	BANASPATY
JT_C2_BUNGISNGIS	BUNGISNGIS
JT_C2_CENERE	CENERE
JT_C2_COCO	COCO
JT_C2_CORNUTUS	CORNUTUS
JT_C2_DEATHWORD	DEATHWORD
JT_C2_DEVIRUCHI	DEVIRUCHI
JT_C2_DRACO	DRACO
JT_C2_DROSERA	DROSERA
JT_C2_ELDER_WILOW	ELDER_WILOW
JT_C2_FABRE	FABRE
JT_C2_FREEZER	FREEZER
JT_C2_GEOGRAPHER	GEOGRAPHER
JT_C2_GLD_DARK_SHADOW	DARK_SHADOW
JT_C2_GOAT	GOAT
JT_C2_GRAND_PECO	GRAND_PECO
JT_C2_HIGH_ORC	HIGH_ORC
JT_C2_HORN	HORN
JT_C2_IARA	IARA
JT_C2_ISIS	ISIS
JT_C2_KOBOLD_1	KOBOLD_1
JT_C2_LEIB_OLMAI	LEIB_OLMAI
JT_C2_LIVE_PEACH_TREE	LIVE_PEACH_TREE
JT_C2_LUNATIC	LUNATIC
JT_C2_MANDRAGORA	MANDRAGORA
JT_C2_MARTIN	MARTIN
JT_C2_METALING	METALING
JT_C2_MINERAL	MINERAL
JT_C2_MOLE	MOLE
JT_C2_MUMMY	MUMMY
JT_C2_NEPENTHES	NEPENTHES
JT_C2_NOVUS	NOVUS
JT_C2_ORC_LADY	ORC_LADY
JT_C2_PARASITE	PARASITE
JT_C2_PETIT	PETIT
JT_C2_PINGUICULA_D	PINGUICULA_D
JT_C2_POISON_SPORE	POISON_SPORE
JT_C2_PORCELLIO	PORCELLIO
JT_C2_RAYDRIC	RAYDRIC
JT_C2_REQUIEM	REQUIEM
JT_C2_RIDEWORD	RIDEWORD
JT_C2_ROWEEN	ROWEEN
JT_C2_SAVAGE	SAVAGE
JT_C2_SHECIL	SHECIL
JT_C2_SIDE_WINDER	SIDE_WINDER
JT_C2_SKOGUL	SKOGUL
JT_C2_SNOWIER	SNOWIER
JT_C2_SOLIDER	SOLIDER
JT_C2_STEEL_CHONCHON	STEEL_CHOCHO
JT_C2_TATACHO	TATACHO
JT_C2_THIEF_BUG	THIEF_BUG
JT_C2_VADON	VADON
JT_C2_VIOLY	VIOLY
JT_C2_WHISPER	WHISPER
JT_C2_WIND_GHOST	WIND_GHOST
JT_C2_YOYO	YOYO
JT_C2_ZOMBIE_PRISONER	ZOMBIE_PRISONER
JT_C3_ACIDUS_	ACIDUS_
JT_C3_ALIZA	ALIZA
JT_C3_ANCIENT_MIMIC	ANCIENT_MIMIC
JT_C3_ARCLOUSE	ARCLOUSE
JT_C3_ASSULTER	ASSULTER
JT_C3_BIGFOOT	BIGFOOT
JT_C3_BREEZE	BREEZE
JT_C3_CELIA	CELIA
JT_C3_CLOCK	CLOCK
JT_C3_COOKIE	COOKIE
JT_C3_DEATHWORD	DEATHWORD
JT_C3_DESERT_WOLF_B	DESERT_WOLF_B
JT_C3_DOLOMEDES	DOLOMEDES
JT_C3_DROPS	DROPS
JT_C3_ECHIO	ECHIO
JT_C3_FABRE	FABRE
JT_C3_FREEZER	FREEZER
JT_C3_GARGOYLE	GARGOYLE
JT_C3_GIANT_HONET	GIANT_HONET
JT_C3_GOAT	GOAT
JT_C3_GRAND_PECO	GRAND_PECO
JT_C3_HARPY	HARPY
JT_C3_HODREMLIN	HODREMLIN
JT_C3_HYEGUN	HYEGUN
JT_C3_ISILLA	ISILLA
JT_C3_KNOCKER	KNOCKER
JT_C3_LEAF_CAT	LEAF_CAT
JT_C3_LITTLE_PORING	LITTLE_PORING
JT_C3_LUNATIC	LUNATIC
JT_C3_MANANANGGAL	MANANANGGAL
JT_C3_MARIONETTE	MARIONETTE
JT_C3_METALING	METALING
JT_C3_MIMING	MIMING
JT_C3_MIYABI_NINGYO	MIYABI_NINGYO
JT_C3_MUKA	MUKA
JT_C3_NECROMANCER	NECROMANCER
JT_C3_NOVUS	NOVUS
JT_C3_OBSERVATION	OBSERVATION
JT_C3_OWL_DUKE	OWL_DUKE
JT_C3_PENOMENA	PENOMENA
JT_C3_PINGUICULA	PINGUICULA
JT_C3_PLASMA_Y	PLASMA_Y
JT_C3_POPORING	POPORING
JT_C3_PORING	PORING
JT_C3_RAWREL	RAWREL
JT_C3_REMOVAL	REMOVAL
JT_C3_RICE_CAKE_BOY	RICE_CAKE_BOY
JT_C3_RODA_FROG	RODA_FROG
JT_C3_SAVAGE	SAVAGE
JT_C3_SEE_OTTER	SEE_OTTER
JT_C3_SIDE_WINDER	SIDE_WINDER
JT_C3_SKELETON_GENERAL	SKELETON_GENERAL
JT_C3_SNAKE	SNAKE
JT_C3_SOLDIER_SKELETON	SKEL_SOLDIER
JT_C3_STAPO	STAPO
JT_C3_TAROU	TAROU
JT_C3_THIEF_BUG	THIEF_BUG
JT_C3_UNGOLIANT	UNGOLIANT
JT_C3_VENOMOUS	VENOMOUS
JT_C3_WEAK_SKELETON	WEAK_SKELETON
JT_C3_WILOW	WILOW
JT_C3_WORM_TAIL	WORM_TAIL
JT_C3_ZOMBIE_MASTER	ZOMBIE_MASTER
JT_C4_ALICEL	ALICEL
JT_C4_ANACONDAQ	ANACONDAQ
JT_C4_ANOLIAN	ANOLIAN
JT_C4_APOCALIPS	APOCALIPS
JT_C4_ARGOS	ARGOS
JT_C4_BATHORY	BATHORY
JT_C4_BREEZE	BREEZE
JT_C4_CATERPILLAR	CATERPILLAR
JT_C4_CLOCK	CLOCK
JT_C4_CONSTANT	CONSTANT
JT_C4_DARK_PRIEST	DARK_PRIEST
JT_C4_DESERT_WOLF_B	DESERT_WOLF_B
JT_C4_DOKEBI	DOKEBI
JT_C4_DRILLER	DRILLER
JT_C4_DUSTINESS	DUSTINESS
JT_C4_EXPLOSION	EXPLOSION
JT_C4_FERUS_	FERUS_
JT_C4_GARGOYLE	GARGOYLE
JT_C4_GHOUL	GHOUL
JT_C4_GLD_KOBOLD_2	KOBOLD_2
JT_C4_GOLEM	GOLEM
JT_C4_HARPY	HARPY
JT_C4_HODE	HODE
JT_C4_HUNTER_FLY	HUNTER_FLY
JT_C4_INJUSTICE	INJUSTICE
JT_C4_KIND_OF_BEETLE	KIND_OF_BEETLE
JT_C4_LITTLE_FATUM	LITTLE_FATUM
JT_C4_LUDE	LUDE
JT_C4_L_WHIKEBAIN	L_WHIKEBAIN
JT_C4_MAJORUROS	MAJORUROS
JT_C4_MARIN	MARIN
JT_C4_MERMAN	MERMAN
JT_C4_MIMIC	MIMIC
JT_C4_MINOROUS	MINOROUS
JT_C4_MOROCC_1	MOROCC_1
JT_C4_MYSTCASE	MYSTCASE
JT_C4_NIGHTMARE_TERROR	NIGHTMARE_TERROR
JT_C4_NOXIOUS	NOXIOUS
JT_C4_ORK_WARRIOR	ORK_WARRIOR
JT_C4_PENOMENA	PENOMENA
JT_C4_PICKY_	PICKY_
JT_C4_PLANKTON	PLANKTON
JT_C4_POPORING	POPORING
JT_C4_PORING	PORING
JT_C4_RAKE_SCARABA	RAKE_SCARABA
JT_C4_RETRIBUTION	RETRIBUTION
JT_C4_RODA_FROG	RODA_FROG
JT_C4_SAND_MAN	SAND_MAN
JT_C4_SEDORA	SEDORA
JT_C4_SHINOBI	SHINOBI
JT_C4_SKELETON_GENERAL	SKELETON_GENERAL
JT_C4_SMOKIE	SMOKIE
JT_C4_SOLDIER_SKELETON	SKEL_SOLDIER
JT_C4_STALACTIC_GOLEM	STALACTIC_GOLEM
JT_C4_TAMRUAN	TAMRUAN
JT_C4_THIEF_BUG	THIEF_BUG
JT_C4_TOUCAN	TOUCAN
JT_C4_VENATU_1	VENATU_1
JT_C4_WANDER_MAN	WANDER_MAN
JT_C4_WILD_ROSE	WILD_ROSE
JT_C4_WOOTAN_FIGHTER	WOOTAN_FIGHTER
JT_C4_ZOMBIE	ZOMBIE
JT_C5_ALARM	ALARM
JT_C5_AMBERNITE	AMBERNITE
JT_C5_ANGRA_MANTIS	ANGRA_MANTIS
JT_C5_ANTLER_SCARABA	ANTLER_SCARABA
JT_C5_ARGIOPE	ARGIOPE
JT_C5_BANSHEE_MASTER	BANSHEE_MASTER
JT_C5_BRADIUM_GOLEM	BRADIUM_GOLEM
JT_C5_CARAT	CARAT
JT_C5_CHONCHON	CHOCHO
JT_C5_COMODO	COMODO
JT_C5_DANCING_DRAGON	DANCING_DRAGON
JT_C5_DENIRO	DENIRO
JT_C5_DISGUISE	DISGUISE
JT_C5_DRAINLIAR	DRAINLIAR
JT_C5_EVIL_DRUID	EVIL_DRUID
JT_C5_FARMILIAR	FARMILIAR
JT_C5_GALION	GALION
JT_C5_GHOUL	GHOUL
JT_C5_GLD_KOBOLD_2	KOBOLD_2
JT_C5_GOBLIN_1	GOBLIN_1
JT_C5_GREEN_IGUANA	GREEN_IGUANA
JT_C5_HILL_WIND_1	HILL_WIND_1
JT_C5_HORNET	HORNET
JT_C5_INCREASE_SOIL	INCREASE_SOIL
JT_C5_KASA	KASA
JT_C5_LI_ME_MANG_RYANG	LI_ME_MANG_RYANG
JT_C5_LUCIOLA_VESPA	LUCIOLA_VESPA
JT_C5_L_EREMES	L_EREMES
JT_C5_MAGNOLIA	MAGNOLIA
JT_C5_MARDUK	MARDUK
JT_C5_MENBLATT	MENBLATT
JT_C5_MIMIC	MIMIC
JT_C5_MINOROUS	MINOROUS
JT_C5_MOROCC_1	MOROCC_1
JT_C5_MUSCIPULAR	MUSCIPULAR
JT_C5_NG_WRAITH_DEAD	WRAITH_DEAD
JT_C5_NOVUS	NOVUS
JT_C5_ORC_ZOMBIE	ORC_ZOMBIE
JT_C5_PECOPECO	PECOPECO
JT_C5_PHEN	PHEN
JT_C5_PITMAN	PITMAN
JT_C5_POPORING	POPORING
JT_C5_PORING	PORING
JT_C5_RAGGLER	RAGGLER
JT_C5_RED_ERUMA	RED_ERUMA
JT_C5_RETRIBUTION	RETRIBUTION
JT_C5_ROCKER	ROCKER
JT_C5_SALAMANDER	SALAMANDER
JT_C5_SCORPION	SCORPION
JT_C5_SHELTER	SHELTER
JT_C5_SKEL_WORKER	SKEL_WORKER
JT_C5_SLEEPER	SLEEPER
JT_C5_SOLACE	SOLACE
JT_C5_STAINER	STAINER
JT_C5_STING	STING
JT_C5_THARA_FROG	THARA_FROG
JT_C5_TIYANAK	TIYANAK
JT_C5_VAVAYAGA	VAVAYAGA
JT_C5_VIOLY	VIOLY
JT_C5_WICKED_NYMPH	WICKED_NYMPH
JT_C5_WOOD_GOBLIN	WOOD_GOBLIN
JT_C5_ZAKUDAM	ZAKUDAM
JT_CARAMEL	CARAMEL
JT_CARAT	Carat
JT_CATERPILLAR	CATERPILLAR
JT_CAT_O_NINE_TAIL	CAT_O_NINE_TAIL
JT_CELIA	CELIA
JT_CELINE_KIMI	CELINE_KIMI
JT_CENDRAWASIH	CENDRAWASIH
JT_CENERE	CENERE
JT_CENERE_G	CENERE_G
JT_CENTIPEDE	CENTIPEDE
JT_CENTIPEDE_LARVA	CENTIPEDE_LARVA
JT_CHARLESTON1	APOCALIPS
JT_CHARLESTON2	APOCALIPS
JT_CHARLESTON3	CHARLESTON3
JT_CHEN	CHEN
JT_CHEPET	CHEPET
JT_CHEWY_TTEOK	EVENT_RICECAKE
JT_CHIMERA	Chimera
JT_CHIMERA_AMITERA	chimera_amitera
JT_CHIMERA_FILLIA	chimera_fillia
JT_CHIMERA_FULGOR	chimera_fulgor
JT_CHIMERA_GALENSIS	chimera_galensis
JT_CHIMERA_LAVA	chimera_lava
JT_CHIMERA_LITUS	chimera_litus
JT_CHIMERA_NAPEO	chimera_napeo
JT_CHIMERA_THEONE	chimera_theone
JT_CHIMERA_VANILAQUS	chimera_vanilaqus
JT_CHOCO	CHOCO
JT_CHOCO_2	choco
JT_CHONCHON	Chocho
JT_CHONCHON_	CHOCHO
JT_CHUNG_E	CHUNG_E
JT_CHUNG_E_	CHUNG_E
JT_CIVIL_SERVANT	CIVIL_SERVANT
JT_CLB_K_MOB1	CLB_K_MOB1
JT_CLB_K_MOB2	CLB_K_MOB2
JT_CLB_SS_FC	CLB_SS_FC
JT_CLB_SS_TZ	CLB_SS_TZ
JT_CLEAR_NPC	CLEAR_NPC
JT_CLOCK	Clock
JT_COBALT_MINERAL	COBALT_MINERAL
JT_COCO	COCO
JT_COELACANTH_H_A	COELACANTH_H
JT_COELACANTH_H_M	COELACANTH_H
JT_COELACANTH_N_A	COELACANTH_N
JT_COELACANTH_N_E	COELACANTH_N
JT_COELACANTH_N_M	COELACANTH_N
JT_COLORLESS_VOW	SKEL_PRISONER
JT_COMODO	COMODO
JT_CONDOR	Condor
JT_CONSTANT	CONSTANT
JT_CONSTANT_	CONSTANT
JT_COOKIE	Cookie
JT_COOKIE_XMAS	COOKIE_XMAS
JT_CORNUS	CORNUS
JT_CORNUTUS	CORNUTUS
JT_CORNUTUS_H	CORNUTUS
JT_COWRAIDERS1	cowraiders1
JT_COWRAIDERS2	cowraiders2
JT_COWRAIDERS3	cowraiders3
JT_COYOTE	coyote
JT_CRAB	CRAB
JT_CRAMP	CRAMP
JT_CREAMY	Creamy
JT_CREAMY_2	creamy
JT_CREEPER	CREEPER
JT_CREMY_FEAR	CREMY_FEAR
JT_CROW_BARON	CROW_BARON
JT_CROW_DUKE	CROW_DUKE
JT_CRUISER	CRUISER
JT_CRYSTAL_1	CRYSTAL_1
