str	version	fps	maxKey	layers	frames	textures	blend(src/dst)
gn_illusiondoping.str	148	60	120	15	152	pika02.bmp;skid_illusion_f.bmp;skid_illusion_s.bmp	0/0;5/7
gold1.str	148	60	80	19	90	18tex	0/0;5/6;5/7
grand_judgement.str	148	60	60	19	84	37tex	0/0;5/6;5/7
grand_judgement_bottom.str	148	60	70	7	38	14tex	0/0;5/6;5/7
grand_judgement_buff.str	148	60	120	11	44	gra_particle_01.bmp;gra_particle_02.bmp	0/0;5/7
grand_judgement_cast.str	148	60	120	15	60	13tex	0/0;5/7
grand_judgement_cast_bottom.str	148	60	120	7	22	13tex	0/0;5/6;5/7
grenade_fragment_darkness.str	148	60	65	9	40	24tex	0/0;5/6;5/7
grenade_fragment_earth.str	148	60	65	8	37	24tex	0/0;5/6;5/7
grenade_fragment_fire.str	148	60	65	6	27	24tex	0/0;5/7
grenade_fragment_reset.str	148	60	51	2	7	gre_reset_01.bmp	0/0;5/7
grenade_fragment_saint.str	148	60	65	8	37	24tex	0/0;5/6;5/7
grenade_fragment_water.str	148	60	65	8	37	24tex	0/0;5/6;5/7
grenade_fragment_wind.str	148	60	65	8	37	23tex	0/0;5/6;5/7
grenades_dropping.str	148	60	73	18	77	26tex	0/0;5/7
grenades_dropping_bottom.str	148	60	102	5	26	gdr_bottom_01.tga;gdr_bottom_02.tga;gdr_crack_01.tga;gdr_light_01.bmp	0/0;5/6;5/7
groggy_on_loop.str	148	60	50	10	315	10tex	0/0;5/6;5/7
groomy.str	148	60	120	2	5	groomy_01.bmp;groomy_02.bmp;groomy_03.bmp;groomy_04.bmp	0/0;5/7
ground_gravitation_bottom_loop.str	148	60	91	16	45	gro_circle12.tga;gro_circlealpha.tga;gro_smoke03.tga	0/0;5/6;5/7
ground_gravitation_bottom_start.str	148	60	17	10	33	gro_circle12.tga;gro_circlealpha.tga;gro_smoke03.tga	0/0;5/6;5/7
ground_gravitation_loop.str	148	60	91	22	85	gro_light_col.bmp;gro_light_col.tga;gro_smoke03.tga	0/0;5/6;5/7
ground_gravitation_start.str	148	60	17	12	39	gro_light_col.bmp;gro_light_col.tga;gro_smoke03.tga	0/0;5/6;5/7
gryoumei.str	148	60	102	6	24	21tex	0/0;5/6;5/7
guard_stance.str	148	60	70	20	107	13tex	0/0;5/6;5/7
guard_stance_cast.str	148	60	59	6	25	10tex	0/0;5/7
guard_stance_cast_bottom.str	148	60	59	4	13	gua_m.bmp;gua_m.tga;gua_m_glow.bmp	0/0;5/6;5/7
guardian.str	148	60	105	31	238	10tex	0/0;5/5;5/7
guardianshield.str	148	60	88	19	84	12tex	0/0;5/6;5/7
guardianshield_bottom.str	148	60	35	5	20	gua_bottom_1.bmp;gua_bottom_1.tga;gua_circle_1.bmp	0/0;5/6;5/7
guardianshield_sub.str	148	60	85	4	21	gua_glow_1.bmp;gua_glow_2.bmp;gua_shield_1.tga	0/0;5/6;5/7
h_levelup.str	148	60	160	38	265	6tex	0/0;5/7
hackandslash.str	148	60	20	7	18	12tex	0/0;5/7;6/6
hackandslash_bottom.str	148	60	20	3	6	end_wave_00.bmp;end_wave_01.bmp;end_wave_02.bmp;end_wave_03.bmp;end_wave_04.bmp	0/0;6/6
hackandslash_hit.str	148	60	17	9	38	7tex	0/0;5/7
halloween.str	148	60	180	19	100	10tex	0/0;5/6;5/7
halo.str	148	60	120	5	24	hikari1.bmp;hikari3.bmp	0/0;5/7
halo_2.str	148	60	180	20	267	6tex	0/0;2/1;5/7
han.str	148	60	180	15	67	6tex	0/0;5/6;5/7
hasty_fire_in_the_hole_5x5.str	148	60	70	5	24	has_bottom_01.tga;has_bottom_02.tga;has_crack_01.tga;has_light_01.bmp	0/0;5/6;5/7
hasty_fire_in_the_hole_5x5.str	148	60	70	17	68	25tex	0/0;5/7
hasty_fire_in_the_hole_7x7.str	148	60	70	5	24	has_bottom_01.tga;has_bottom_02.tga;has_crack_01.tga;has_light_01.bmp	0/0;5/6;5/7
hasty_fire_in_the_hole_7x7.str	148	60	70	17	70	25tex	0/0;5/7
hasty_fire_in_the_hole_9x9.str	148	60	70	5	24	has_bottom_01.tga;has_bottom_02.tga;has_crack_01.tga;has_light_01.bmp	0/0;5/6;5/7
hasty_fire_in_the_hole_9x9.str	148	60	70	17	70	25tex	0/0;5/7
hawkrush.str	148	60	23	2	5	10tex	0/0;5/6
hawkvumerang.str	148	60	54	5	20	22tex	0/0;5/6;5/7
hawkvumerang_cast.str	148	60	60	7	30	10tex	0/0;5/6;5/7
hawkvumerang_hit.str	148	60	20	6	21	7tex	0/0;5/6;5/7
hawkvumerang_start.str	148	60	30	4	15	haw_flare_00.bmp;haw_glow_00.tga	0/0;5/6;5/7
hell_dusty.str	148	60	65	47	172	hel_flare_00.tga;hel_particle_00.tga;hel_particle_01.tga;hel_smoke_00.tga	0/0;5/6;5/7
hell_howling.str	148	60	40	7	18	hel_ring_00.tga;hel_shock_00.tga	0/0;5/6
hell_in.str	148	60	300	2	3	25tex	0/0;5/7
hells_drive_00.str	148	60	77	9	44	10tex	0/0;5/6;5/7
hells_drive_01.str	148	60	77	9	44	10tex	0/0;5/6;5/7
hells_drive_02.str	148	60	77	9	44	10tex	0/0;5/6;5/7
hells_drive_bottom.str	148	60	89	3	10	hel_ground.tga	0/0;5/6
helltree_cast.str	148	60	65	3	6	13tex	0/0;5/6;5/7
helltree_cast_bottom.str	148	60	60	4	9	hel_cast_00.tga;hel_cast_a.tga	0/0;5/6;5/7
helmofsun3.str	148	60	84	8	37	9tex	0/0;5/7
help_angel.str	148	60	93	20	127	21tex	0/0;5/7
help_angel_bottom.str	148	60	80	4	21	glow.bmp;ground_00.bmp	0/0;5/7
hiddencard.str	148	60	130	20	73	28tex	0/0;5/6;5/7
hiddencard_thunder.str	148	60	43	3	8	12tex	0/0;5/7
hikariga.str	148	60	180	10	53	pika02.bmp;snow3.bmp	0/0;5/7
hit.str	148	60	21	7	67	explosive_1_128.bmp	0/0;5/7
hitouakumu.str	148	60	39	2	5	10tex	0/0;1/6
hitouakumu_00.str	148	60	22	4	11	hit_kunai.tga;hit_shine_1.bmp;hit_trail_a_00.tga	0/0;1/6;5/6;5/7
hitouakumu_01.str	148	60	25	3	6	hit_shuriken.tga	0/0;5/6
hitouakumu_02.str	148	60	24	3	6	hit_kunai.tga;hit_shine_1.bmp	0/0;5/6;5/7
hogg.str	148	60	75	13	58	9tex	0/0;2/2;5/7
hogg2.str	148	60	75	8	39	aa.bmp;rv3.bmp;rv4.bmp	0/0;2/2;5/7
hogogong_strike.str	148	60	40	8	43	hoc_chul_ho_02.bmp;hoc_light_02.bmp;hst_chul_ho_01.bmp;hst_chul_ho_02.bmp	0/0;5/7
holy_cross.str	148	60	90	7	34	lens_b.bmp;slash_b_.bmp	0/0;5/7
holy_shield.str	148	60	80	16	59	13tex	0/0;5/6;5/7
holy_shield_cast.str	148	60	180	11	60	14tex	0/0;5/6;5/7
holy_shield_loop.str	148	60	60	4	9	hol_shieldbuff_00.tga	0/0;5/6;5/7
holyflame.str	148	60	69	11	60	39tex	0/0;5/6;5/7
holyflame.str	148	60	69	11	60	39tex	0/0;5/6;5/7
holyhit.str	148	60	30	10	35	6tex	0/0;5/7
homing.str	148	60	90	6	59	target1.bmp;target2.bmp;target3.bmp	0/0;2/1
howling_of_chul_ho.str	148	60	33	7	24	hoc_chul_ho_02.bmp;hoc_light_01.bmp;hoc_light_02.bmp	0/0;5/7
howling_of_chul_ho_scared.str	148	60	35	4	23	hoc_scared_01.tga;hoc_scared_02.bmp	0/0;5/6;5/7
htb.str	148	60	120	19	112	10tex	0/0;5/7
hunter_loud.str	148	60	112	3	57	hunter_loud_megaphone00.bmp;hunter_talkiebox.bmp	0/0;5/6;5/7
hunter_poison.str	148	60	90	9	270	gas_out.bmp;poison_smoke.bmp	0/0;5/7
hunter_shockwave_blue.str	148	60	29	4	33	8tex	0/0;5/7
hyun_rok_cannon.str	148	60	35	11	227	18tex	0/0;5/6;5/7
hyun_roks_breeze.str	148	60	73	12	269	20tex	0/0;5/7
hyun_roks_breeze_bottom.str	148	60	16	2	5	hyu_bottom_00.bmp;hyu_bottom_01.bmp;hyu_bottom_02.bmp;hyu_bottom_03.bmp	0/0;5/7
i_manus.str	148	60	155	19	679	7tex	0/0;5/6;5/7
ice_status.str	148	60	60	8	113	explosive_1_128.bmp;freeze_a.bmp;freeze_ice.bmp	0/0;5/7
ice_status_crash.str	148	60	61	10	74	freeze_a.bmp;freeze_ice.bmp;freeze_ice_part.bmp;freeze_iceb.bmp;freeze_icec.bmp	0/0;5/7
ice_statusing.str	148	60	61	10	74	freeze_a.bmp;freeze_ice.bmp;freeze_ice_part.bmp;freeze_iceb.bmp;freeze_icec.bmp	0/0;5/7
icecrash.str	148	60	61	10	74	freeze_a.bmp;freeze_ice.bmp;freeze_ice_part.bmp;freeze_iceb.bmp;freeze_icec.bmp	0/0;5/7
icestatusing.str	148	60	60	5	20	freeze_a.bmp;freeze_ice.bmp	0/0;5/7
icy.str	148	60	90	17	152	6tex	0/0;5/7
ignorance.str	148	60	120	2	5	ignorance_01.bmp;ignorance_02.bmp;ignorance_03.bmp;ignorance_04.bmp	0/0;5/7
impact_crater.str	148	60	27	18	51	21tex	0/0;5/6;5/7
impact_crater_bottom.str	148	60	43	6	21	31tex	0/0;5/6;5/7
impact_crater_hit.str	148	60	15	14	53	20tex	0/0;5/6;5/7
impact_crater_moon_bottom.str	148	60	55	21	86	15tex	0/0;5/6;5/7
impisitio.str	148	60	155	19	679	7tex	0/0;5/6;5/7
impositio.str	148	60	155	19	679	7tex	0/0;5/6;5/7
increasing_activity.str	148	60	39	13	36	26tex	0/0;5/7
increasing_activity_cast.str	148	60	59	14	53	7tex	0/0;5/7
increasing_activity_cast_bottom.str	148	60	59	4	13	16tex	0/0;5/7
intensive_aim_00.str	148	60	29	4	11	int_bullet_00.tga;int_light_02.bmp	0/0;5/6;5/7
intensive_aim_01.str	148	60	29	4	11	int_bullet_01.tga;int_light_01.bmp	0/0;5/6;5/7
intensive_aim_02.str	148	60	29	4	11	int_bullet_02.tga;int_light_01.bmp	0/0;5/6;5/7
intensive_aim_03.str	148	60	29	4	11	int_bullet_03.tga;int_light_01.bmp	0/0;5/6;5/7
intensive_aim_04.str	148	60	29	4	11	int_bullet_04.tga;int_light_01.bmp	0/0;5/6;5/7
intensive_aim_05.str	148	60	29	4	11	int_bullet_05.tga;int_light_01.bmp	0/0;5/6;5/7
intensive_aim_06.str	148	60	29	4	11	int_bullet_06.tga;int_light_01.bmp	0/0;5/6;5/7
intensive_aim_07.str	148	60	29	4	11	int_bullet_07.tga;int_light_01.bmp	0/0;5/6;5/7
intensive_aim_08.str	148	60	29	4	11	int_bullet_08.tga;int_light_01.bmp	0/0;5/6;5/7
intensive_aim_09.str	148	60	29	4	11	int_bullet_09.tga;int_light_01.bmp	0/0;5/6;5/7
intensive_aim_10.str	148	60	29	4	11	int_bullet_10.tga;int_light_01.bmp	0/0;5/6;5/7
intensiveaim_full.str	148	60	25	3	6	int_bullet_full_00.tga;int_bullet_full_01.tga;int_bullet_full_02.tga;int_bullet_full_03.tga;int_bullet_full_04.tga	0/0;5/6;5/7
intensiveaim_helix.str	148	60	89	5	22	17tex	0/0;5/7
invenom.str	148	60	40	5	102	freeze_a.bmp;freeze_ice_part.bmp;invenom_ring.bmp	0/0;5/7
invincibleoff2.str	148	60	90	8	113	explosive_1_128.bmp;freeze_ice_part.bmp;ring_b.bmp	0/0;5/7
itempokjuk.str	148	60	60	8	71	9tex	0/0;5/7
jack_frost_nova_end.str	148	60	32	5	16	9tex	0/0;5/6;5/7
jack_frost_nova_loop.str	148	60	29	9	34	18tex	0/0;5/6;5/7
jack_frost_nova_loop_bottom.str	148	60	29	5	20	9tex	0/0;5/6;5/7
jack_frost_nova_start.str	148	60	29	26	161	15tex	0/0;5/6;5/7
jack_frost_nova_start_bottom.str	148	60	29	11	62	13tex	0/0;5/6;5/7
jawaii_serenade.str	148	60	70	12	49	12tex	0/0;5/6;5/7
jawaii_serenade_cast.str	148	60	120	13	40	16tex	0/0;5/7
jawaii_serenade_cast_bottom.str	148	60	120	9	28	jaw_cast_a.tga;jaw_cast_note.bmp;jaw_note_00.bmp;jaw_note_01.bmp	0/0;5/6;5/7
joblvup.str	148	60	90	21	235	14tex	0/0;5/7
jong.str	148	60	236	11	585	14tex	0/0;2/1;5/7
jong_mini.str	148	60	100	6	107	10tex	0/0;5/7
judge.str	148	60	120	9	28	jud_roon_1.bmp;jud_roon_1.tga;jud_roon_2.bmp	0/0;5/6;5/7
judge_aura.str	148	60	120	2	3	15tex	0/0;5/7
judge_cast.str	148	60	100	12	57	7tex	0/0;5/7
judge_start.str	148	60	52	3	10	13tex	0/0;5/7
judgement_cross.str	148	60	23	6	15	11tex	0/0;5/6;5/7
judgement_cross_bottom.str	148	60	21	3	6	6tex	0/0;5/6;5/7
judgement_cross_cast.str	148	60	41	6	15	jud_ring_01.bmp	0/0;5/7
judgement_cross_cast_bottom.str	148	60	41	11	36	10tex	0/0;5/6;5/7
judgement_cross_shot.str	148	60	13	7	22	23tex	0/0;5/6;5/7
jupitel_thunder_storm_00.str	148	60	69	9	118	15tex	0/0;5/7
jupitel_thunder_storm_01.str	148	60	69	11	192	21tex	0/0;5/7
jupitel_thunder_storm_02.str	148	60	69	11	220	21tex	0/0;5/7
jupitel_thunder_storm_ball.str	148	60	30	9	36	13tex	0/0;5/7
jyumonjikiri.str	148	60	90	7	34	jyumonjikiri_1.bmp;jyumonjikiri_2.bmp	0/0;5/7
kageakumu.str	148	60	109	10	53	14tex	0/0;1/6;5/6
kagegari.str	148	60	40	6	21	25tex	0/0;1/6;5/6
kagegari.str	148	60	40	6	21	25tex	0/0;1/6;5/6
kagegissen.str	148	60	50	27	108	35tex	0/0;1/6;5/6;5/7
kagekakusi.str	148	60	45	4	11	32tex	0/0;1/6;5/6
kagenomai.str	148	60	55	5	12	34tex	0/0;1/6;5/6
keeping.str	148	60	40	4	69	quagmire_v.bmp	0/0;2/1
ki.str	148	60	125	10	81	6tex	0/0;5/6;5/7
ki.str	148	60	125	11	78	jiji.bmp;jijiji.TGA;jijiji2.TGA;stone_part.bmp;storn_a.bmp	0/0;5/6;5/7
ki_sul_rampage.str	148	60	58	11	30	ram_particle_00.bmp	0/0;5/7
ki_sul_rampage_bottom.str	148	60	80	6	37	ram_crack_00.tga;ram_glow_00.tga;ram_shock_00.bmp	0/0;5/6;5/7
ki_sul_water_spraying.str	148	60	108	20	93	17tex	0/0;5/6;5/7
killing_aura.str	148	60	59	5	12	23tex	0/0;1/6;5/7
killing_aura_end.str	148	60	29	4	9	19tex	0/0;1/6;5/7
killing_aura_hit.str	148	60	60	6	20	14tex	0/0;2/1;5/7
kinryuuhou.str	148	60	34	10	41	kin_dragon_01.tga;kin_light_line01.tga;kin_particle.bmp;kin_shine_1.bmp;kin_smoke.tga	0/0;5/6;5/7
kinryuuhou_hit.str	148	60	51	13	66	24tex	0/0;5/6;5/7
kunaiarea_01_end.str	148	60	19	4	9	kun_kunai_a.tga	0/0;5/6
kunaiarea_01_loop.str	148	60	59	4	9	kun_kunai_a.tga	0/0;5/6
kunaiarea_01_start.str	148	60	50	7	24	kun_f__exp_00.bmp;kun_f__exp_01.bmp;kun_f__exp_02.bmp;kun_f__exp_03.bmp;kun_kunai_a.tga	0/0;5/6;5/7
kunaikaiten_00.str	148	60	39	25	88	kun_kunai.tga;kun_shine_1.bmp;kun_trail_a_00.tga	0/0;1/6;5/6;5/7
kunaikaiten_01.str	148	60	42	13	36	kun_kunai.tga;kun_shine_1.bmp	0/0;5/6;5/7
kunaikaiten_bottom.str	148	60	64	3	6	28tex	0/0;1/6;5/6
kunaikussetsu.str	148	60	44	3	6	12tex	0/0;1/6;5/6
kunaikussetsu_bottom.str	148	60	44	3	6	16tex	0/0;1/6
kunaikussetsu_bottom_end.str	148	60	19	3	6	16tex	0/0;1/6
kunaikussetsu_end.str	148	60	19	3	6	12tex	0/0;1/6;5/6
kunaiwaikyoku.str	148	60	29	9	44	9tex	0/0;1/6;5/6;5/7
kvasirsonata.str	148	60	80	22	118	6tex	0/0;2/1;5/6;5/7
kvasirsonata_cast.str	148	60	49	5	20	10tex	0/0;5/7
kvasirsonata_cast_bottom.str	148	60	30	3	6	10tex	0/0;5/6;5/7
kyrie.str	148	60	119	24	734	16tex	0/0;5/7
kyrie_min.str	148	60	80	6	65	cross_old.bmp;shield.bmp;thunder_pang.bmp	0/0;5/7
landmine.str	148	60	85	12	461	blast_stick.bmp;fire_blast.bmp;fire_smoke_b.bmp;lord_blast_d.bmp	0/0;5/7
lassitude.str	148	60	65	5	16	9tex	0/0;5/6;5/7
lassitude.str	148	60	65	5	16	9tex	0/0;5/6;5/7
lauagnus.str	148	60	90	7	232	feather.bmp;freeze_ice_part.bmp;pika02.bmp	0/0;5/7
laulamus.str	148	60	90	7	232	feather.bmp;freeze_ice_part.bmp;pika02.bmp	0/0;5/7
lava_slide.str	148	60	40	9	118	fire_a.bmp;fire_b.bmp	0/0;5/7
laziness.str	148	60	120	2	5	laziness_01.bmp;laziness_02.bmp;laziness_03.bmp;laziness_04.bmp	0/0;5/7
lexaeterna.str	148	60	140	37	1077	10tex	0/0;5/6;5/7
lexaeterna_min.str	148	60	55	8	140	lexaeterna_sword.bmp;lord_blast_b_small.bmp;lord_blast_e_small.bmp	0/0;5/7
lexdivina.str	148	60	110	16	221	7tex	0/0;5/6;5/7
lightning.str	148	60	129	8	125	10tex	0/0;5/7
lightning_land.str	148	60	59	26	75	35tex	0/0;5/6;5/7
lightning_land_bottom.str	148	60	59	11	30	29tex	0/0;5/6;5/7
lightning_land_cast.str	148	60	49	2	3	13tex	0/0;5/7
lightning_land_cast_bottom.str	148	60	59	6	17	19tex	0/0;5/6;5/7
lightning_land_hit.str	148	60	15	5	18	6tex	0/0;5/7
lightningstrike.str	148	60	53	2	3	21tex	0/0;5/7
lightningstrike.str	148	60	53	2	3	21tex	0/0;5/7
ljosalfar.str	148	60	130	17	62	freeze_ice_part.bmp;pika001.bmp;superstar1.bmp	0/0;5/7
lord.str	148	60	240	35	1677	17tex	0/0;5/7
lord_of_vermillion.str	148	60	240	15	683	14tex	0/0;5/7
losttime.str	148	60	180	25	180	dandan3.bmp;pika02.bmp;rose2.bmp;snow3.bmp;ssgg.bmp	0/0;5/7
loud.str	148	60	60	8	79	hunter_loud_megaphone00.bmp;hunter_talkiebox.bmp;ring_b.bmp	0/0;2/1;5/7
madness_crusher.str	148	60	27	9	44	10tex	0/0;5/6;5/7
madness_crusher_bottom.str	148	60	35	5	24	6tex	0/0;5/6;5/7
maemor.str	148	60	45	15	409	9tex	0/0;5/6;5/7
magazine_for_one.str	148	60	64	5	20	18tex	0/0;5/7
magical.str	148	60	90	3	14	light_c.bmp;light_e.bmp;lightning.bmp	0/0;5/7
magical_feather.str	148	60	120	16	101	mfheart1.bmp;mfheart2.bmp;ppppp3.bmp	0/0;5/7
magician_safe.str	148	60	60	13	413	freeze_ice_part.bmp;safeline.bmp	0/0;5/7
magician_strorn.str	148	60	75	17	318	magician_strorn_a.bmp;magician_strorn_b.bmp;round_sphere.bmp;safeline.bmp	0/0;5/7
magni_.str	148	60	90	12	78	freeze_a.bmp;freeze_ice_part.bmp;magni.bmp	0/0;5/7
magnificat.str	148	60	105	37	1068	7tex	0/0;5/6;5/7
magnificat_min.str	148	60	90	12	78	freeze_a.bmp;freeze_ice_part.bmp;magni.bmp	0/0;5/7
magnus.str	148	60	191	31	1044	12tex	0/0;5/6;5/7
magnus.str	148	60	191	50	1728	13tex	0/0;5/6;5/7
mapae.str	148	60	120	6	105	pokjuk_d.bmp;ring_b.bmp;tal1.bmp;tal2.bmp	0/0;5/7
maple_falls.str	148	60	90	11	54	dandan1.bmp;stone_part.bmp	0/0;5/7
marine_festival_of_ki_sul.str	148	60	70	6	25	17tex	0/0;5/7
marine_festival_of_ki_sul_bottom.str	148	60	45	21	100	18tex	0/0;5/6;5/7
massivefblaster.str	148	60	140	13	54	17tex	0/0;5/6;5/7
massivefblaster_hit.str	148	60	150	23	134	26tex	0/0;5/6;5/7
massivefblaster_hit_bottom.str	148	60	130	4	19	10tex	0/0;5/6;5/7
master.str	148	60	480	10	57	hikari2.bmp;hikari3.bmp;masterk.tga	0/0;5/6;5/7
maximize power.str	148	60	110	16	635	black_sword.bmp;lord_blast_e.bmp;magic_ring_a_s.bmp	0/0;5/7
maximize_min.str	148	60	80	8	240	black_sword.bmp;magic_ring_a_s.bmp	0/0;5/7
maximizepower.str	148	60	110	16	635	black_sword.bmp;lord_blast_e.bmp;magic_ring_a_s.bmp	0/0;5/7
mayhemic_thorns.str	148	60	60	32	193	25tex	0/0;5/6;5/7
mayhemic_thorns_bottom.str	148	60	52	8	37	25tex	0/0;5/6;5/7
mc.str	148	60	145	6	33	magiccircle1.bmp;magiccircle2.bmp;magiccircle3.bmp	0/0;5/7
mcgold.str	148	60	145	6	33	magiccircle1.bmp;magiccircle2.bmp;magiccircle3.bmp	0/0;5/7
medialevotum.str	148	60	50	14	59	6tex	0/0;5/6;5/7
medialevotum_cast.str	148	60	60	7	30	med_circle_1.bmp	0/0;5/7
medialevotum_loop.str	148	60	80	5	20	med_feather_1.tga;med_feather_2.tga	0/0;5/6
mega_sonic_blow.str	148	60	57	30	163	10tex	0/0;5/6;5/7
melt.str	148	60	140	11	104	6tex	0/0;2/1;5/7
memor_min.str	148	60	47	4	80	6tex	0/0;5/7
mentalbreak.str	148	60	90	5	92	shockwave_a.bmp;shockwave_b.bmp;shockwave_c.bmp;shockwave_d.bmp;shockwave_e.bmp	0/0;5/7
metalicfury.str	148	60	27	13	72	18tex	0/0;5/6;5/7
meteor1.str	148	60	96	12	284	8tex	0/0;5/7
meteor1.str	148	60	96	19	422	9tex	0/0;5/7
meteor2.str	148	60	96	10	208	fire_blast.bmp;fire_smoke_b.bmp;lord_blast_c.bmp	0/0;5/7
meteor2.str	148	60	96	19	422	9tex	0/0;5/7
meteor3.str	148	60	96	11	244	8tex	0/0;5/7
meteor3.str	148	60	96	19	422	9tex	0/0;5/7
meteor4.str	148	60	96	19	422	9tex	0/0;5/7
meteor_storm_buster.str	148	60	189	39	164	29tex	0/0;5/6;5/7
meteor_storm_buster_bottom.str	148	60	189	5	16	met_crack.bmp;met_crack.tga;met_crack_aft.bmp;met_crack_aft.tga	0/0;5/6;5/7
meteor_storm_buster_meteor.str	148	60	45	9	46	met_light_circle02.bmp;met_lightparts05.bmp;met_meteo_line.tga;met_smoke_line.tga	0/0;5/6;5/7
meteor_storm_buster_meteor_bottom.str	148	60	25	2	3	met_circlealpha.tga	0/0;5/7
mid_frenzy.str	148	60	37	15	52	freeze_ice_part.bmp;lens_b.bmp;lens_r.bmp;pika02.bmp	0/0;5/7
midgard2.str	148	60	245	22	166	16tex	0/0;5/6;5/7
mighty_smash.str	148	60	48	26	297	19tex	0/0;5/6;5/7
mil_shield.str	148	60	60	6	53	pokjuk_d.bmp;ring_b.bmp;shield.bmp	0/0;5/7
min_abyss_slayer.str	148	60	50	9	40	10tex	0/0;5/6;5/7
min_abyss_slayer_cast.str	148	60	58	10	27	6tex	0/0;5/6;5/7
min_abyss_slayer_cast_bottom.str	148	60	60	3	10	10tex	0/0;5/6
min_akumukesu.str	148	60	29	4	13	11tex	0/0;5/6;5/7
min_ankokuryuuakumu_00.str	148	60	90	5	18	26tex	0/0;1/6
min_ankokuryuuakumu_01.str	148	60	89	5	20	30tex	0/0;1/6;5/7
min_antenpou.str	148	60	164	6	45	13tex	0/0;1/6
min_attack_stance.str	148	60	70	4	25	att_shield_00.tga;att_sword_00.tga	0/0;5/6
min_attack_stance_cast.str	148	60	0	1	0		
min_attack_stance_cast_bottom.str	148	60	59	2	5	att_m.bmp	0/0;5/7
min_auto_firing_launcher.str	148	60	47	3	8	aut_bottom_02_00.bmp;aut_bottom_02_01.bmp;aut_bottom_02_02.bmp;aut_bottom_02_03.bmp	0/0;5/7
min_auto_firing_launcher_bottom.str	148	60	71	4	21	12tex	0/0;5/6;5/7
min_basic_grenade.str	148	60	70	8	33	19tex	0/0;5/7
min_basic_grenade_bottom.str	148	60	70	3	16	has_crack_01.tga;has_light_01.bmp	0/0;5/6;5/7
min_black_tortoise_end.str	148	60	9	3	6	tof_black_tortoise_00.bmp;tof_glow_01.tga	0/0;5/6;5/7
min_black_tortoise_loop.str	148	60	59	3	6	tof_black_tortoise_00.bmp;tof_glow_01.tga	0/0;5/6;5/7
min_black_tortoise_start.str	148	60	4	3	8	tof_black_tortoise_00.bmp;tof_glow_01.tga	0/0;5/6;5/7
min_blessing_of_mystical_creatures.str	148	60	55	10	99	ble_creatures_01.tga;ble_creatures_02.tga;ble_creatures_03.bmp;ble_creatures_aura.bmp;ble_light_01.bmp	0/0;5/6;5/7
min_blue_dragon_end.str	148	60	9	3	6	tof_blue_dragon_00.bmp;tof_glow_01.tga	0/0;5/6;5/7
min_blue_dragon_loop.str	148	60	59	3	6	tof_blue_dragon_00.bmp;tof_glow_01.tga	0/0;5/6;5/7
min_blue_dragon_start.str	148	60	4	3	8	tof_blue_dragon_00.bmp;tof_glow_01.tga	0/0;5/6;5/7
min_chul_ho_sonic_claw.str	148	60	20	3	8	chs_chul_ho_02.bmp	0/0;5/7
min_chul_ho_sonic_claw_wave_1.str	148	60	36	2	17	chs_wave_1_01.bmp	0/0;5/7
min_chul_ho_sonic_claw_wave_11.str	148	60	36	2	17	chs_wave_1_01.bmp	0/0;5/7
min_chul_ho_sonic_claw_wave_12.str	148	60	36	3	18	chs_wave_12_01.bmp;chs_wave_12_02.bmp	0/0;5/7
min_chul_ho_sonic_claw_wave_3.str	148	60	36	3	24	chs_wave_3_01.bmp;chs_wave_3_02.bmp	0/0;5/7
min_chul_ho_sonic_claw_wave_5.str	148	60	36	2	17	chs_wave_5_01.bmp	0/0;5/7
min_chul_ho_sonic_claw_wave_6.str	148	60	36	3	18	chs_wave_12_01.bmp;chs_wave_12_02.bmp	0/0;5/7
min_chul_ho_sonic_claw_wave_7.str	148	60	36	2	17	chs_wave_5_01.bmp	0/0;5/7
min_chul_ho_sonic_claw_wave_9.str	148	60	36	3	24	chs_wave_3_01.bmp;chs_wave_3_02.bmp	0/0;5/7
min_circle_directions_elements.str	148	60	63	23	196	13tex	0/0;5/6;5/7
min_circle_directions_elements_loop.str	148	60	120	4	9	cde_circle_loop_00.bmp;cde_circle_loop_01.bmp;cde_glow_00.tga	0/0;5/6;5/7
min_colors_of_hyun_rok_darkness.str	148	60	54	2	7	col_darkness_00.bmp	0/0;5/7
min_colors_of_hyun_rok_earth.str	148	60	54	2	7	col_earth_00.bmp	0/0;5/7
min_colors_of_hyun_rok_fire.str	148	60	54	2	7	col_fire_00.bmp	0/0;5/7
min_colors_of_hyun_rok_reset.str	148	60	13	2	5	col_light_01.bmp	0/0;5/7
min_colors_of_hyun_rok_saint.str	148	60	54	2	7	col_saint_00.bmp	0/0;5/7
min_colors_of_hyun_rok_water.str	148	60	54	2	7	col_water_00.bmp	0/0;5/7
min_colors_of_hyun_rok_wind.str	148	60	54	2	7	col_wind_00.bmp	0/0;5/7
min_dancing_knife_cast.str	148	60	30	17	72	dan_glow_01.bmp;dan_ring_01.bmp;dan_sword_01.bmp;dan_sword_01.tga	0/0;5/6;5/7
min_dancing_knife_cast_bottom.str	148	60	30	5	18	dan_glow_01.bmp;dan_ring_01.bmp;dan_sword_01.bmp;dan_sword_01.tga	0/0;5/6;5/7
min_dancing_knife_skill_01.str	148	60	40	20	111	dan_slash_01.bmp;dan_slash_02.bmp;dan_sword_01.bmp;dan_sword_01.tga	0/0;5/6;5/7
